bank_name,lei,period,template_code,row_id,row_label,amount,eba_item_id,is_new_metric,source_page,source_file
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,7e,of which: to be made up of CET1 capital (percentage points),0.015468750000000003,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,7f,of which: to be made up of Tier 1 capital (percentage points),0.020625000000000004,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,7g,Total SREP own funds requirements (%),0.1075,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,8,Capital conservation buffer,0.024999999973301913,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,8a,Conservation buffer due to macro-prudential or systemic risk identified at the level of a Member State (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,9,Countercyclical capital buffer,0.009022460161652333,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,9a,Systemic risk buffer (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,10,Global Systemically Important Institution buffer (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,10a,Other Systemically Important Institution buffer (%),0.019375000032705158,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,11,Combined buffer requirement,0.0533974601676594,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,11a,Overall capital requirements (%),0.160897460121,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,12,CET1 available after meeting the total SREP own funds requirements (%),0.14578591112779674,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,13,Leverage ratio total exposure measure,26832000000.0,2520903,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,14,Leverage ratio,0.0874,2520905,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,14a,Additional own funds requirements to address the risk of excessive leverage (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,14b,of which: to be made up of CET1 capital (percentage points),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,14c,Total SREP leverage ratio requirements (%),0.03,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,14d,Leverage ratio buffer requirement (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,14e,Overall leverage ratio requirement (%),0.03,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,15,Total HQLA,11740093935.724997,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,16a,Cash outflows - Total weighted value,4237828908.071033,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,16b,Cash inflows - Total weighted value,467637880.6083333,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,16,Total net cash outflows (adjusted value),3770191027.462701,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,17,Total net cash outflows,0.031171175758197483,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,18,LCR liquidity coverage ratio,19737081272.3,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,19,Total required stable funding,11659875017.36387,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM1,20,NSFR ratio,0.01692735234546474,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,1,Own funds and eligible liabilities,3653260014.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,1a,Of which own funds and subordinated liabilities (€ million),2607275113.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,2,Total RWA,10835964307.0,2520138,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,3,MREL ratio (% of RWA),0.3371,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,3a,Of which own funds and subordinated liabilities,0.2406,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,4,Total exposure measure,26222905138.0,2520903,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,5,MREL ratio (% of TEM),0.1393,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,5a,Of which own funds or subordinated liabilities,0.0994,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,6a,Does the subordination exemption in Article 72b(4) of Regulation (EU) No 575/2013 apply? (5% exemption),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,6b,Aggregate amount of permitted non-subordinated eligible liabilities instruments if the subordination discretion in accordance with Article 72b(3) of Regulation (EU) No 575/2013 is applied (max 3.5% exemption),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,6c,"If a capped subordination exemption applies in accordance with Article 72b (3) of Regulation (EU) No 575/2013, the amount of funding issued that ranks pari passu with excluded liabilities and that is recognised under row 1, divided by funding issued that ranks pari passu with excluded liabilities and that would be recognised under row 1 if no cap was applied (%)",0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,7,MREL expressed as a percentage of the TREA,0.25,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,KM2,9,MREL expressed as a percentage of the TEM,0.0591,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,1b,Number of data points used in the calculation of averages,12000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,1,Total HQLA,11740093935.724997,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,2,Retail deposits,662254800.3291668,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,3,Stable deposits,348834046.9958334,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,4,Less stable deposits,313420753.3333334,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,5,Unsecured wholesale funding,3003884299.266667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,6,Operational deposits (all counterparties) and deposits in networks of cooperative banks,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,7,Non-operational deposits (all counterparties),29.96024924266667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,8,Unsecured debt,7859375.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,9,Secured wholesale funding,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,10,Additional requirements,165101101.77083337,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,11,Outflows related to derivative exposures and other collateral requirements,92168155.91666666,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,12,Outflows related to loss of funding on debt products,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,13,Credit and liquidity facilities,72932945.85416664,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,14,Other contractual funding obligations,200475903.5833333,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,15,Other contingent funding obligations,206112803.12103328,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,16,Total Cash Outflows,4237828908.071033,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,17,Secured lending (e.g. reverse repos),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,18,Inflows from fully performing exposures,269739214.5416667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,19,Total Cash Inflows,197898666.0666667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,19a,(Difference between total weighted inflows and total weighted outflows arising from transactions in third countries where there are transfer restrictions or which are denominated in non-convertible currencies),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,19b,(Excess inflows from a related specialised credit institution),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,20,TOTAL CASH INFLOWS,467637880.6083333,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,20a,Fully exempt inflows,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,20b,Inflows Subject to 90% Cap,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,20c,Inflows Subject to 75% Cap,4.676378806083332,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,21,LCR HQLA,11740093935.724997,2520401,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,22,Total Net Cash Outflows,3770191027.462701,2520402,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ1,23,LCR Ratio,0.031171175758197483,2520403,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,1,Capital items,1.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,2,Own funds,2000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,3,Other capital instruments,3000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,4,Retail deposits,4000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,5,Stable deposits,5000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,6,Less stable deposits,6000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,7,Wholesale funding:,7000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,8,Operational deposits,0.08,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,9,Other wholesale funding,9000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,10,Interdependent liabilities,10000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,11,Other liabilities:,11000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,12,Total ASF,12000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,13,Total HQLA for NSFR,13000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,14,Total available stable funding (ASF),14000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,15,Total high-quality liquid assets (HQLA),15000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,16,Deposits held at other financial institutions for operational purposes,0.16,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,17,Performing loans and securities:,17000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,18,Performing securities financing transactions with financial customers collateralised by Level 1 HQLA subject to 0% haircut,0.18,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,19,Performing securities financing transactions with financial customer collateralised by other assets and loans and advances to financial institutions,19000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,20,"Performing loans to non- financial corporate clients, loans to retail and small business customers, and loans to sovereigns, and PSEs, of which:",20000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,21,With a risk weight of less than or equal to 35% under the Basel II Standardised Approach for credit risk,0.21,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,22,"Performing residential mortgages, of which:",22000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,23,With a risk weight of less than or equal to 35% under the Basel II Standardised Approach for credit risk,0.23,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,24,"Other loans and securities that are not in default and do not qualify as HQLA, including exchange-traded equities and trade finance on-balance sheet products",24000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,25,Interdependent assets,25000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,26,Total RSF,26000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,27,NSFR Ratio,27000000.0,2520404,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,28,Assets posted as initial margin for derivative contracts and contributions to default funds of CCPs,28000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,29,NSFR derivative assets,29000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,30,NSFR derivative liabilities before deduction of variation margin posted,30000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,31,All other assets not included in the above categories,31000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,32,Off-balance sheet items,32000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,33,Total RSF,33000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LIQ2,34,Net Stable Funding Ratio (%),0.34,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,1,Total assets per FS,27104000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,2,Adjustment for entities which are consolidated for accounting purposes but are outside the scope of prudential consolidation,-1053000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,3,(Adjustment for securitised exposures that meet the operational requirements for the recognition of risk transference),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,4,(Adjustment for temporary exemption of exposures to central banks (if applicable)),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,5,(Adjustment for fiduciary assets recognised on the balance sheet pursuant to the applicable accounting framework but excluded from the leverage ratio total exposure measure in accordance with point (i) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,6,Adjustment for regular-way purchases and sales of financial assets subject to trade date accounting,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,7,Adjustment for eligible cash pooling transactions,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,8,Adjustments for derivative financial instruments,-1.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,9,Adjustment for securities financing transactions (SFTs),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,10,Adjustment for off-balance sheet items (i.e. conversion to credit equivalent amounts of off-balance sheet exposures),892000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,11,(Adjustment for prudent valuation adjustments and specific and general provisions which have reduced Tier 1 capital),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,11a,(Adjustment for exposures excluded from the total exposure measure in accordance with point (c) and point (ca) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,11b,(Adjustment for exposures excluded from the total exposure measure in accordance with point (j) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,12,Other adjustments,-109000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR1,13,Leverage Ratio Exposure,26832000000.0,2520903,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,1,"On-balance sheet items (excluding derivatives, SFTs, but including collateral)",24867000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,2,Gross-up for derivatives collateral provided where deducted from the balance sheet assets pursuant to the applicable accounting framework,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,3,(Deductions of receivables assets for cash variation margin provided in derivatives transactions),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,4,(Adjustment for securities received under securities financing transactions that are recognised as an asset),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,5,(General credit risk adjustments to on-balance sheet items),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,6,(Asset amounts deducted in determining Tier 1 capital),-62000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,7,Total on-balance sheet exposures (excluding derivatives and SFTs),24805000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,8,Replacement cost associated with SA-CCR derivatives transactions (i.e. net of eligible cash variation margin),90000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,8a,Derogation for derivatives: replacement costs contribution under the simplified standardised approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,9,Add-on amounts for potential future exposure associated with  SA-CCR derivatives transactions,31000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,9a,Derogation for derivatives: Potential future exposure contribution under the simplified standardised approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,9b,Exposure determined under Original Exposure Method,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,10,(Exempted CCP leg of client-cleared trade exposures) (SA-CCR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,10a,(Exempted CCP leg of client-cleared trade exposures) (simplified standardised approach),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,10b,(Exempted CCP leg of client-cleared trade exposures) (original Exposure Method),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,11,Adjusted effective notional amount of written credit derivatives,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,12,(Adjusted effective notional offsets and add-on deductions for written credit derivatives),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,13,Total On-Balance Sheet Exposures,121000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,14,"Gross SFT assets (with no recognition of netting), after adjustment for sales accounting transactions",1015000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,15,(Netted amounts of cash payables and cash receivables of gross SFT assets),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,16,Counterparty credit risk exposure for SFT assets,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,16a,Derogation for SFTs: Counterparty credit risk exposure in accordance with Articles 429e(5) and 222 CRR,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,17,Agent transaction exposures,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,17a,(Exempted CCP leg of client-cleared SFT exposure),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,18,Total securities financing transaction exposures,1015000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,19,Off-balance sheet exposures at gross notional amount,3005000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,20,Leverage Ratio,-2113000000.0,2520905,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,21,Leverage Ratio excl CB Deposits,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,22,Off-balance sheet exposures,892000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,LR2,22a,(Exposures excluded from the total exposure measure in accordance with point (c) and point (ca) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
