,period,Bank,Item,Portfolio,Product,Risk Type,amount,Item ID,Portfolio ID,Product ID,Risk Type ID
1192,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520421,5,0,0
1193,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520422,5,1,0
1194,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520422,5,2,0
1195,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520422,5,3,0
1196,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
1197,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520423,5,1,1
1198,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520423,5,1,2
1199,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520424,5,2,1
1200,2024-06-30,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
1201,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520431,5,0,0
1202,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520432,5,1,0
1203,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520432,5,2,0
1204,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520432,5,3,0
1205,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
1206,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520433,5,1,1
1207,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520433,5,1,2
1208,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520434,5,2,1
1209,2024-06-30,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
1210,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520441,5,0,0
1211,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520442,5,1,0
1212,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
1213,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520442,5,3,0
1214,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
1215,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520443,5,1,1
1216,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520443,5,1,2
1217,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
1218,2024-06-30,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
1219,2024-06-30,Piraeus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520451,5,0,0
1220,2024-06-30,Piraeus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520461,5,0,0
1221,2024-06-30,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
1222,2024-06-30,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
1223,2024-06-30,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
1224,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520401,1,0,0
1225,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520401,5,0,0
1226,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,0,2520402,1,1,0
1227,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,0,2520402,1,2,0
1228,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520402,1,3,0
1229,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
1230,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,0,2520403,1,1,1
1231,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,0,2520403,1,1,2
1232,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,0,2520404,1,2,1
1233,2024-03-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,0,2520404,1,2,2
1234,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520411,5,0,0
1235,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520412,5,1,0
1236,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520412,5,2,0
1237,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520412,5,3,0
1238,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520412,5,4,0
1239,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520413,5,1,1
1240,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520413,5,1,2
1241,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520414,5,2,1
1242,2024-03-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
1243,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520421,5,0,0
1244,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520422,5,1,0
1245,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520422,5,2,0
1246,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520422,5,3,0
1247,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
1248,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520423,5,1,1
1249,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520423,5,1,2
1250,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520424,5,2,1
1251,2024-03-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
1252,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520431,5,0,0
1253,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520432,5,1,0
1254,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520432,5,2,0
1255,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520432,5,3,0
1256,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
1257,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520433,5,1,1
1258,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520433,5,1,2
1259,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520434,5,2,1
1260,2024-03-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
1261,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520441,5,0,0
1262,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520442,5,1,0
1263,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
1264,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520442,5,3,0
1265,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
1266,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520443,5,1,1
1267,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520443,5,1,2
1268,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
1269,2024-03-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
1270,2024-03-31,Bank of Cyprus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520451,5,0,0
1271,2024-03-31,Bank of Cyprus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520461,5,0,0
1272,2024-03-31,Bank of Cyprus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
1273,2024-03-31,Bank of Cyprus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
1274,2024-03-31,Bank of Cyprus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
1275,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,106.05707431,2520401,1,0,0
1276,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,572.449892,2520401,5,0,0
1277,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,34.16217788,2520402,1,1,0
1278,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,10.77191729,2520402,1,2,0
1279,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,61.12297914,2520402,1,3,0
1280,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
1281,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,34.162177875,2520403,1,1,1
1282,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,0,2520403,1,1,2
1283,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,4.6468402625,2520404,1,2,1
1284,2024-03-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,4.6468402625,2520404,1,2,2
1285,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,8.607584796,2520411,5,0,0
1286,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,7.918729739,2520412,5,1,0
1287,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0.135406832,2520412,5,2,0
1288,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,2.535665727,2520412,5,3,0
1289,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520412,5,4,0
1290,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,7.045503724,2520413,5,1,1
1291,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,3.072092868,2520413,5,1,2
1292,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,0.135406832,2520414,5,2,1
1293,2024-03-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
1294,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,2.499331447,2520421,5,0,0
1295,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,2.049940169,2520422,5,1,0
1296,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0.044670334,2520422,5,2,0
1297,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0.760088221,2520422,5,3,0
1298,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
1299,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,1.960149192,2520423,5,1,1
1300,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0.63976014,2520423,5,1,2
1301,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0.044670334,2520424,5,2,1
1302,2024-03-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
1303,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,13.952017222,2520431,5,0,0
1304,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,8.522634257,2520432,5,1,0
1305,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0.235284341,2520432,5,2,0
1306,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,10.960172888,2520432,5,3,0
1307,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
1308,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,5.568387035,2520433,5,1,1
1309,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,6.967401425,2520433,5,1,2
1310,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0.235284341,2520434,5,2,1
1311,2024-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
1312,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,4.788036228,2520441,5,0,0
1313,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,3.068003839,2520442,5,1,0
1314,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0.132334996,2520442,5,2,0
1315,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,3.399998721,2520442,5,3,0
1316,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
1317,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,2.569572717,2520443,5,1,1
1318,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,2.284983413,2520443,5,1,2
1319,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0.132334996,2520444,5,2,1
1320,2024-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
1321,2024-03-31,Eurobank,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,14.9290399357389,2520451,5,0,0
1322,2024-03-31,Eurobank,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,23.2363893414924,2520461,5,0,0
1323,2024-03-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
1324,2024-03-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
1325,2024-03-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
1326,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,317.27809992,2520401,1,0,0
1327,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,1371.0062935,2520401,5,0,0
1328,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,125.11538138,2520402,1,1,0
1329,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,80.23999487,2520402,1,2,0
1330,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,111.92272367,2520402,1,3,0
1331,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
1332,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,0.3379,2520403,1,1,1
1333,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,4.647784,2520403,1,1,2
1334,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,0.392371125,2520404,1,2,1
1335,2024-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,59.0696885,2520404,1,2,2
